Time(ms),TCP_x(mm),TCP_y(mm),TCP_z(mm),TCP_rx(mm),TCP_ry(mm),TCP_rz(mm),Robot_I(A)
0.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
3.999,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
8.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
10.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
11.998999999999999,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
14.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
16.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
17.999000000000002,258.9,5752.4,177.9,1.234,1.181,64.329,1.056
20.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.056
22.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.056
26.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.056
28.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.056
31.999,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
34.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
36.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
38.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
40.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
42.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
44.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
46.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
50.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
54.002,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
56.001000000000005,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
58.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
60.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
62.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
64.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
66.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
68.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
72.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
76.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
78.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
82.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
84.001,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
86.002,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
88.002,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
90.002,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
92.002,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
94.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
98.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
102.00099999999999,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
104.002,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
106.002,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
108.002,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
110.003,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
114.003,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
116.003,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
120.003,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
124.003,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
126.003,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
128.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
130.005,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
132.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
134.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
136.00300000000001,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
140.003,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
142.003,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
144.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
148.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
150.003,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
154.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
156.005,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
158.005,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
160.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
162.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
164.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
168.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
172.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
174.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
176.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
178.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
180.005,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
182.005,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
184.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
186.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
188.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
190.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
194.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
198.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
200.012,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
202.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
204.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
206.012,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
208.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
210.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
214.005,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
216.008,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
220.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
222.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
224.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
226.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
228.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
230.004,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
234.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
236.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
240.012,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
242.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
244.004,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
246.005,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
250.004,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
252.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
254.00400000000002,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
256.005,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
258.004,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
260.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
262.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
264.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
268.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
270.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
272.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
276.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
278.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
280.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
284.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
286.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
292.00100000000003,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
294.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
296.005,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
298.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
300.00100000000003,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
302.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
304.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
306.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
308.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
310.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
314.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
316.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
320.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
322.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
324.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
326.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
328.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
330.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
333.99899999999997,258.9,5752.4,177.9,1.234,1.181,64.329,1.128
338.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.128
340.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.128
342.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.128
346.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
348.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
350.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
352.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
356.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
360.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
361.999,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
364.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
366.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
368.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
370.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
372.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
374.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
376.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
380.00899999999996,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
384.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
386.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
388.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
390.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
391.99899999999997,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
394.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
396.002,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
398.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
400.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
404.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
408.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
410.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
412.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
414.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
416.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
418.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
420.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
421.999,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
426.00100000000003,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
430.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
431.999,258.9,5752.4,177.9,1.234,1.181,64.329,0.951
434.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
436.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
438.002,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
440.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
442.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
444.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.021
448.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
451.99899999999997,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
454.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
456.009,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
458.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.987
460.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.987
462.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.987
464.001,258.9,5752.4,177.9,1.234,1.181,64.329,0.987
466.001,258.9,5752.4,177.9,1.234,1.181,64.329,0.987
468.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.987
472.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
476.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
478.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
480.002,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
482.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
484.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
486.00100000000003,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
488.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
492.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
494.00100000000003,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
496.002,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
500.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
503.99899999999997,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
506.00100000000003,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
508.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
510.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
512.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
514.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
516.0010000000001,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
520.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
523.999,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
526.0010000000001,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
528.0010000000001,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
530.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.986
534.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
536.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
538.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
540.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
542.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.022
546.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
549.999,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
552.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
554.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
556.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
558.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
560.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
562.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
564.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
567.999,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
572.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
576.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
578.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
580.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
582.0020000000001,258.9,5752.4,177.9,1.234,1.181,64.329,1.092
584.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
586.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
588.001,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
590.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
594.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
596.0,258.9,5752.4,177.9,1.234,1.181,64.329,1.057
600.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
602.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
604.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
606.0,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
608.001,258.9,5752.4,177.9,1.234,1.181,64.329,0.916
610.001,258.9,5752.4,177.9,1.234,1.181,64.329,0.599
612.0,258.8,5752.4,177.9,1.234,1.181,64.329,0.599
616.0020000000001,258.8,5752.6,177.3,1.234,1.181,64.329,0.599
620.0,258.8,5752.6,177.3,1.234,1.181,64.329,0.599
622.0020000000001,258.8,5752.6,177.3,1.234,1.181,64.329,1.233
624.002,258.8,5752.6,177.3,1.234,1.181,64.329,1.233
626.002,258.8,5752.6,177.3,1.234,1.181,64.329,1.233
628.002,258.8,5752.6,177.0,1.234,1.181,64.329,1.233
630.002,258.8,5752.6,177.0,1.234,1.181,64.329,1.233
632.002,258.8,5752.6,177.0,1.234,1.18,64.329,1.233
634.002,258.8,5752.6,177.0,1.234,1.18,64.329,1.233
638.002,259.2,5752.6,177.0,1.234,1.18,64.329,1.374
642.002,259.2,5751.9,177.5,1.234,1.18,64.329,1.374
644.002,259.2,5751.9,177.5,1.233,1.18,64.329,1.374
646.002,259.2,5751.9,177.5,1.233,1.179,64.329,1.374
648.0010000000001,259.2,5751.9,177.5,1.233,1.179,64.329,1.374
650.0,259.2,5751.9,177.5,1.233,1.179,64.329,1.057
652.004,259.2,5751.7,177.5,1.233,1.179,64.329,1.057
654.002,259.2,5751.7,177.2,1.233,1.179,64.329,1.057
656.002,259.2,5751.7,177.2,1.233,1.179,64.329,1.057
660.003,259.2,5751.7,177.2,1.233,1.18,64.329,1.057
662.002,259.2,5751.7,177.2,1.233,1.18,64.329,1.162
664.003,259.2,5751.7,177.2,1.233,1.18,64.329,1.162
666.002,259.2,5751.8,177.2,1.233,1.18,64.329,1.162
668.002,259.2,5751.8,176.9,1.233,1.18,64.329,1.162
670.002,259.2,5751.8,176.9,1.233,1.18,64.329,1.162
672.002,259.2,5751.8,176.9,1.233,1.18,64.329,1.162
674.002,259.2,5751.8,176.9,1.233,1.18,64.329,1.162
676.002,259.2,5751.8,176.9,1.233,1.18,64.329,1.479
678.002,259.3,5751.8,176.9,1.233,1.18,64.329,1.479
680.002,259.3,5751.5,176.9,1.233,1.18,64.329,1.479
682.009,259.3,5751.5,177.4,1.233,1.18,64.329,1.479
686.0079999999999,259.3,5751.5,177.4,1.233,1.179,64.329,1.479
690.009,259.3,5751.5,177.4,1.233,1.179,64.329,1.303
692.0079999999999,259.1,5751.5,177.4,1.233,1.179,64.329,1.303
694.0079999999999,259.1,5751.4,177.4,1.233,1.179,64.329,1.303
696.0079999999999,259.1,5751.4,177.5,1.233,1.179,64.329,1.303
698.0079999999999,259.1,5751.4,177.5,1.233,1.179,64.329,1.303
700.0070000000001,259.1,5751.4,177.5,1.233,1.18,64.329,1.303
704.0079999999999,259.1,5751.4,177.5,1.233,1.18,64.329,1.303
708.0070000000001,258.9,5751.5,177.5,1.233,1.18,64.329,1.303
710.005,258.9,5751.5,177.5,1.233,1.18,64.329,1.303
714.0060000000001,258.9,5751.5,177.5,1.233,1.18,64.329,1.373
716.0060000000001,259.0,5751.5,177.5,1.233,1.18,64.329,1.373
718.0060000000001,259.0,5751.5,177.5,1.233,1.18,64.329,1.373
720.0060000000001,259.0,5751.5,177.7,1.233,1.18,64.329,1.373
722.0060000000001,259.0,5751.5,177.7,1.233,1.18,64.329,1.373
724.0060000000001,259.0,5751.5,177.7,1.233,1.179,64.329,1.373
728.0060000000001,259.0,5751.5,177.7,1.233,1.179,64.329,1.409
732.0060000000001,259.0,5751.4,177.7,1.233,1.179,64.329,1.409
734.0060000000001,259.0,5751.4,178.1,1.233,1.179,64.329,1.409
736.0060000000001,259.0,5751.4,178.1,1.232,1.179,64.329,1.409
738.0060000000001,259.0,5751.4,178.1,1.232,1.179,64.329,1.409
740.005,259.0,5751.4,178.1,1.232,1.179,64.329,1.409
742.001,259.0,5751.4,178.1,1.232,1.179,64.329,1.339
744.0,259.0,5751.4,178.1,1.232,1.179,64.329,1.339
746.0,259.0,5751.4,178.3,1.232,1.179,64.329,1.339
748.0,259.0,5751.4,178.3,1.232,1.179,64.329,1.339
752.001,259.0,5751.4,178.3,1.232,1.178,64.329,1.339
756.0010000000001,259.0,5751.4,178.3,1.232,1.178,64.329,1.197
758.0,259.0,5751.5,178.3,1.232,1.178,64.329,1.197
762.0,259.0,5751.5,178.6,1.232,1.178,64.329,1.197
764.003,259.0,5751.5,178.6,1.232,1.178,64.329,1.197
766.0,259.0,5751.5,178.6,1.232,1.178,64.329,1.233
768.0010000000001,258.9,5751.5,178.6,1.232,1.178,64.329,1.233
770.0010000000001,258.9,5751.5,178.6,1.232,1.178,64.329,1.233
772.0,258.9,5751.5,178.6,1.232,1.178,64.329,1.233
776.0,258.9,5751.5,178.6,1.232,1.178,64.329,1.233
778.0010000000001,258.9,5751.5,178.6,1.232,1.178,64.329,1.127
780.0010000000001,258.9,5751.5,178.6,1.232,1.178,64.329,1.127
782.0,258.9,5751.4,178.6,1.232,1.178,64.329,1.127
784.001,258.9,5751.4,178.7,1.232,1.178,64.329,1.127
786.0,258.9,5751.4,178.7,1.232,1.178,64.329,1.127
788.001,258.9,5751.4,178.7,1.232,1.178,64.329,1.127
790.0,258.9,5751.4,178.7,1.232,1.178,64.329,1.268
792.0,258.9,5751.4,178.7,1.232,1.178,64.329,1.268
794.001,258.9,5751.4,178.7,1.232,1.178,64.329,1.268
796.0,258.9,5751.4,178.8,1.232,1.178,64.329,1.268
800.001,258.9,5751.4,178.8,1.232,1.178,64.329,1.268
804.0,258.9,5751.4,178.8,1.232,1.178,64.329,1.092
805.999,258.9,5751.4,178.8,1.232,1.178,64.329,1.092
810.0,258.9,5751.5,179.1,1.232,1.178,64.329,1.092
811.999,258.9,5751.5,179.1,1.232,1.178,64.329,1.092
816.0,258.9,5751.5,179.1,1.232,1.178,64.329,0.986
818.001,258.9,5751.5,179.1,1.232,1.178,64.329,0.986
822.0,258.9,5751.5,179.2,1.232,1.178,64.329,0.986
826.001,258.9,5751.5,179.2,1.232,1.177,64.329,0.986
829.999,258.9,5751.5,179.2,1.232,1.177,64.329,0.951
834.0,258.9,5751.5,179.2,1.232,1.177,64.329,0.951
835.999,258.9,5751.5,179.2,1.232,1.177,64.329,0.951
838.0,258.9,5751.5,179.2,1.232,1.177,64.329,0.951
839.999,258.9,5751.5,179.2,1.232,1.177,64.329,0.951
842.0079999999999,258.9,5751.5,179.2,1.232,1.177,64.329,1.022
844.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.022
846.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.022
848.001,258.9,5751.5,179.2,1.232,1.177,64.329,1.022
852.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.022
854.001,258.9,5751.5,179.2,1.232,1.177,64.329,1.022
856.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.092
858.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.092
860.001,258.9,5751.5,179.2,1.232,1.177,64.329,1.092
862.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.092
864.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.092
866.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.092
870.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.127
872.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.127
874.0,258.9,5751.5,179.2,1.232,1.177,64.329,1.127
876.001,258.9,5751.5,179.1,1.232,1.177,64.329,1.127
878.0,258.9,5751.5,179.1,1.232,1.177,64.329,1.127
880.001,258.9,5751.5,179.1,1.232,1.177,64.329,1.127
882.0,258.9,5751.5,179.1,1.232,1.177,64.329,1.127
884.0010000000001,258.9,5751.5,179.1,1.232,1.177,64.329,0.986
886.002,258.9,5751.5,179.1,1.232,1.177,64.329,0.986
888.0010000000001,258.9,5751.5,179.1,1.232,1.177,64.329,0.986
890.005,258.9,5751.5,179.1,1.232,1.177,64.329,0.986
